sentences	labels
Trotz marokkanischer Ansprüche auf Mauretanien erhielt das Land am 28. November (Nationalfeiertag) 1960 seine Unabhängigkeit.	<arg1> Mauretanien </arg1> <rel> Nationalfeiertag </rel> <arg2> 28. November </arg2>
Der Col des Aravis ist der niedrigste Pass der Aravis Gebirgskette.	<arg1> Col des Aravis </arg1> <rel> Gebirgskette </rel> <arg2> Aravis Gebirgskette </arg2>
1822 wurde das Bistum Mende und der Titel der Kirchenprovinz Embrun an das Erzbistum Aix übertragen und das Erzbistum Lyon wurde in „Lyon-Vienne“ umbenannt.	<arg1> Erzbistum Lyon </arg1> <rel> Kirchenprovinz </rel> <arg2> Lyon </arg2>
Der vollständige Titel Torment: Tides of Numenera wurde Ende Januar 2013 öffentlich bekanntgegeben, ebenso wie die Beteiligung des Komponisten Mark Morgan, der auch den Soundtrack für Planescape: Torment komponiert hatte.	<arg1> Torment: Tides of Numenera </arg1> <rel> Komponist </rel> <arg2> Mark Morgan </arg2>
Das Erdbeben in Pakistan 2008 mit der Magnitude Mw 6,4 in der Provinz Belutschistan ereignete sich am 29. Oktober 2008 um 04:09 Uhr Ortszeit (23:09 UTC am 28. Oktober).	<arg1> Erdbeben in Pakistan 2008 </arg1> <rel> Magnitude </rel> <arg2> 6,4 </arg2>
Gesellschafter war vorerst nur die Stadt Cottbus, ab 1992 auch der Landkreis, von 1997 bis 2007 war Cottbusverkehr eine Tochter der „Stadtwerke Cottbus GmbH“.	<arg1> Cottbusverkehr </arg1> <rel> Stadt </rel> <arg2> Cottbus </arg2>
Gesellschafter war vorerst nur die Stadt Cottbus, ab 1992 auch der Landkreis, von 1997 bis 2007 war Cottbusverkehr eine Tochter der „Stadtwerke Cottbus GmbH“.	<arg1> Cottbusverkehr </arg1> <rel> Gesellschafter </rel> <arg2> Cottbus </arg2>
Das Kilby Reef ist ein kleines, isoliertes und bei Niedrigwasser sichtbares Riff im Archipel der Windmill-Inseln vor der Budd-Küste des ostantarktischen Wilkeslands.	<arg1> Kilby Reef </arg1> <rel> Archipel </rel> <arg2> Windmill-Inseln </arg2>
Die Bridge of the Gods („Brücke der Götter“) ist eine mit Stahl-Kragträgern gebaute mautpflichtige Brücke für Kraftfahrzeuge, die über den Columbia River führt.	<arg1> Bridge of the Gods </arg1> <rel> Brücke </rel> <arg2> Columbia River </arg2>
Wie es bei vielen russischen Städten seit den Gebietsreformen der Sowjetzeit der Fall ist, gliedert sich auch Tula in sogenannte Stadtrajons auf, also Stadtteile, die meist nicht den historischen Ortsteilen oder Dörfern entsprechen, sondern vorwiegend unter geografischen oder verwaltungstechnischen Gesichtspunkten gebildet wurden.	<arg1> Tula </arg1> <rel> Fall </rel> <arg2> Stadt </arg2>
Die Panzer-Division Bergen war ein Großverband des Heeres der deutschen Wehrmacht.	<arg1> Panzer-Division Bergen </arg1> <rel> Wehr </rel> <arg2> Wehrmacht </arg2>
Bereits in einem städtebaulichen Wettbewerb von 1807 für die Maxvorstadt, aus dem der Plan für ein hippodamisch organisiertes Viertel hervorgeht, war ein Platz am alten wittelsbachischen Fürstenweg von der Münchner Residenz zum Schloss Nymphenburg, der heutigen Brienner Straße, an der Stelle des heutigen Karolinenplatzes vorgesehen.	<arg1> Karolinenplatz </arg1> <rel> Viertel </rel> <arg2> Maxvorstadt </arg2>
Fortuna Sittard trägt seine Spiele im 12.500 Zuschauer fassenden Fortuna-Sittard-Stadion aus.	<arg1> Fortuna Sittard </arg1> <rel> Stadion </rel> <arg2> Fortuna-Sittard-Stadion </arg2>
Saponit kristallisiert im monoklinen Kristallsystem und entwickelt meist feinkörnige, knollige oder erdige bis massige, aber auch blättrige bis faserige Mineral-Aggregate mit einem fettähnlichen Glanz auf den Oberflächen.	<arg1> Saponit </arg1> <rel> Kristallsystem </rel> <arg2> monoklin </arg2>
Saponit kristallisiert im monoklinen Kristallsystem und entwickelt meist feinkörnige, knollige oder erdige bis massige, aber auch blättrige bis faserige Mineral-Aggregate mit einem fettähnlichen Glanz auf den Oberflächen.	<arg1> Saponit </arg1> <rel> Glanz </rel> <arg2> erdig </arg2>
Deutsch ist die meistgesprochene Sprache in der EU.	<arg1> Deutsch </arg1> <rel> Sprache </rel> <arg2> Deutsch </arg2>
Auch hat die Teilung Deutschlands zu einer unterschiedlichen Entwicklung des Vokabulars und der Ausdrucksformen geführt; dies ist Gegenstand sprachwissenschaftlicher Forschung.	<arg1> Deutsch </arg1> <rel> Ausdrucksform </rel> <arg2> Deutsch </arg2>
Der Microsoft Editor (kurz Editor oder zur Unterscheidung auch MS-Editor genannt, in der Eingabeaufforderung unter dem englischen Originalnamen Notepad startbar) ist ein einfacher Texteditor des Unternehmens Microsoft für das Betriebssystem Windows zum Erstellen unformatierter Texte im ANSI- oder Unicode-Format.	<arg1> Microsoft Editor </arg1> <rel> Betriebssystem </rel> <arg2> Windows </arg2>
Der Microsoft Editor (kurz Editor oder zur Unterscheidung auch MS-Editor genannt, in der Eingabeaufforderung unter dem englischen Originalnamen Notepad startbar) ist ein einfacher Texteditor des Unternehmens Microsoft für das Betriebssystem Windows zum Erstellen unformatierter Texte im ANSI- oder Unicode-Format.	<arg1> Microsoft Editor </arg1> <rel> Format </rel> <arg2> Texteditor </arg2>
Der Abfluss vom Mirower Adlersee in den Vilzsee ist sehr breit und dadurch kaum erkennbar.	<arg1> Mirower Adlersee </arg1> <rel> Abfluss </rel> <arg2> Vilzsee </arg2>
Im Gegensatz zu diesem zeigt Trevorit allerdings keine Spaltneigung und bricht mit unebenen Bruchflächen.	<arg1> Trevorit </arg1> <rel> Bruch </rel> <arg2> uneben </arg2>
Der mittlere Abfluss des Clearwater River am Ausfluss aus dem Hobson Lake beträgt 45 m³/s.	<arg1> Hobson Lake </arg1> <rel> Abfluss </rel> <arg2> Clearwater River </arg2>
Ganderbal ist eine Stadt (Municipal Committee) im indischen Unionsterritorium Jammu und Kashmir.	<arg1> Ganderbal </arg1> <rel> Unionsterritorium </rel> <arg2> Jammu und Kashmir </arg2>
1950 lebten noch 77 Menschen in Saqqarliit und 1960 noch 52. Bereits ein Jahr später verließen sämtliche Bewohner den Wohnplatz.	<arg1> Saqqarliit </arg1> <rel> Bewohner </rel> <arg2> 0 </arg2>
Der Burgus Ahegg ist ein kleiner römischer Militärstandort, der als spätantiker Wohn- und Wachturm für die Kontrolle eines Abschnitts der Reichsgrenze entlang des Donau-Iller-Rhein-Limes (DIR) zuständig war.	<arg1> Burgus Ahegg </arg1> <rel> Limes </rel> <arg2> Donau-Iller-Rhein-Limes </arg2>
Die Orgel von Schloss Frederiksborg wurde von Esaias Compenius dem Älteren 1605 bis 1610 mit 27 hölzernen Registern für das Schloss Hessen bei Wolfenbüttel geschaffen.	<arg1> Orgel von Schloss Frederiksborg </arg1> <rel> Register </rel> <arg2> 27 </arg2>
So war König Gangjong nichts weiter als eine Repräsentationsfigur, so wie sein Vater König Myeongjong und alle seine Nachfolger bis zur Mongoleninvasion, nach der die Herrschaft des Militärs endete und Goryeo unter die Herrschaft des Mongolenreiches gelangte, die erst mit König Gongmin (), dem 33. Monarch der Goryeo-Dynastie, endete und das Goryeo-Reich seine Souveränität zurückerlangte.	<arg1> Gangjong </arg1> <rel> Vater </rel> <arg2> König Myeongjong </arg2>
Die Standardversion der Oceanis 37 ist mit einem Dieseltank mit 140 Litern, einem Wassertank mit 346 Litern und einem Motor mit 21 kW Leistung ausgestattet.	<arg1> Oceanis 37 </arg1> <rel> Wassertank </rel> <arg2> 346 </arg2>
Wiktor Grigorjewitsch Kuskin (; * 6. Juli 1940 in Moskau, Russische SFSR; † 24. Juni 2008 in Sotschi, Russland) war ein sowjetischer Eishockeyspieler, der 2005 in die IIHF Hall of Fame aufgenommen wurde.	<arg1> Wiktor Grigorjewitsch Kuskin </arg1> <rel> IIHF </rel> <arg2> 2005 </arg2>
Just Cause 2 ist ein 2010 erschienenes Computerspiel aus dem Genre der Third-Person-Shooter und ist der Nachfolger des 2006 erschienenen Just Cause.	<arg1> Just Cause 2 </arg1> <rel> Genre </rel> <arg2> Third-Person-Shooter </arg2>
Durch den Malaysia-Singapore Second Link und andere Querungen der Straße von Johor wurde der Johor-Singapur-Damm als Hauptschlagader des Verkehrs deutlich entlastet und ist jetzt eine der weniger beliebten Straßen nach Singapur.	<arg1> Malaysia-Singapore Second Link </arg1> <rel> Querung </rel> <arg2> Straße von Johor </arg2>
Das Kampfgeschwader 200 (KG 200), ein spezieller Verband der Luftwaffe der Wehrmacht für besonders schwierige Kampf- und Transportaufträge sowie für die Erprobung und Nutzung von „Beutefluggerät“, wurde mit Befehl vom 21. Februar 1944 aufgestellt.	<arg1> Kampfgeschwader 200 </arg1> <rel> Wehr </rel> <arg2> Wehrmacht </arg2>
Mit Wirkung vom 15. Dezember 2015 wurden die Gemeinden Le Longeron, Montfaucon-Montigné, La Renaudière, Roussay, Saint-André-de-la-Marche, Saint-Crespin-sur-Moine, Saint-Germain-sur-Moine, Saint-Macaire-en-Mauges, Tillières sowie Torfou aus der ehemaligen Communauté de communes de Moine et Sèvre zu einer Commune nouvelle mit dem Namen Sèvremoine zusammengelegt.	<arg1> Roussay </arg1> <rel> commune </rel> <arg2> Sèvremoine </arg2>
Gemeinsam mit den Gemeinden Freiamt, Malterdingen, Teningen und Sexau bildet die Stadt Emmendingen seit dem 1. Januar 1975 die Verwaltungsgemeinschaft Emmendingen, deren Aufgabe im Wesentlichen die Aufstellung des Flächennutzungsplanes für die Gemarkungen der beteiligten Gemeinden ist.	<arg1> Emmendingen </arg1> <rel> Wesen </rel> <arg2> Stadt </arg2>
Den sonnennächsten Punkt seiner Umlaufbahn (Perihel) hat (212723) Klitschko bei 2,068 AE, den sonnenfernsten Punkt (Aphel) bei 2,772 AE.	<arg1> (212723) Klitschko </arg1> <rel> Perihel </rel> <arg2> 2,068 </arg2>
Den sonnennächsten Punkt seiner Umlaufbahn (Perihel) hat (212723) Klitschko bei 2,068 AE, den sonnenfernsten Punkt (Aphel) bei 2,772 AE.	<arg1> (212723) Klitschko </arg1> <rel> Aphel </rel> <arg2> 2,772 </arg2>
Je nach Mischungsverhältnis von Eisen und Mangan bzw. Fremdbeimengungen anderer Elemente ist Wolfeit von rosa- bis rötlichbrauner oder hell- bis dunkelbrauner (auch nelkenbrauner) Farbe.	<arg1> Wolfeit </arg1> <rel> Farbe </rel> <arg2> rosa- bis rötlichbraun </arg2>
Je nach Mischungsverhältnis von Eisen und Mangan bzw. Fremdbeimengungen anderer Elemente ist Wolfeit von rosa- bis rötlichbrauner oder hell- bis dunkelbrauner (auch nelkenbrauner) Farbe.	<arg1> Wolfeit </arg1> <rel> Farbe </rel> <arg2> hell- bis dunkelbraun </arg2>
Marutea Sud ist ein Atoll des Tuamotu-Archipels in Französisch-Polynesien.	<arg1> Marutea Sud </arg1> <rel> Archipel </rel> <arg2> Tuamotu-Archipel </arg2>
Obwohl der Laacher See oft als „das größte Maar der Vulkaneifel“ bezeichnet wird, ist er geologisch gesehen weder ein Maar noch ein Kratersee, sondern eine wassergefüllte Caldera – ein mehr oder weniger kreisrundes Becken, das durch das Absacken der Decke der entleerten Magmakammer unterhalb des Vulkans entstanden ist.	<arg1> Laacher See </arg1> <rel> Decke </rel> <arg2> Vulkaneifel </arg2>
Vladimíra Točeková startet für den Klub AŠK UMB Banská Bystrica der Matej-Bel-Universität Banská Bystrica.	<arg1> Vladimíra Točeková </arg1> <rel> Klub </rel> <arg2> AŠK UMB Banská Bystrica </arg2>
Slobodan Kačar (* 15. September 1957 in Perućica bei Jajce, Bosnien und Herzegowina, Jugoslawien) ist ein ehemaliger jugoslawischer Boxer serbischer Nationalität.	<arg1> Slobodan Kačar </arg1> <rel> Nationalität </rel> <arg2> Jugoslawien </arg2>
Ring of Fire: The Best of Johnny Cash war das erste Nummer-1-Album der Billboard-Country-Alben-Charts, als das Magazin diese Rubrik 1963 eröffnete.	<arg1> Ring of Fire: The Best of Johnny Cash </arg1> <rel> Rubrik </rel> <arg2> Country </arg2>
Quer durch Farka wird aktuell (2019) der Ostteil der Ringautobahn rund um Tirana gebaut.	<arg1> Farka </arg1> <rel> Ring </rel> <arg2> Tirana </arg2>
Das Bild Rue de l’Épicerie in Rouen, bei Sonnenlicht befindet sich seit 1960 im Besitz des Metropolitan Museum of Art in New York City.	<arg1> Rue de l’Épicerie in Rouen, bei Sonnenlicht </arg1> <rel> Museum </rel> <arg2> Metropolitan Museum of Art </arg2>
Das Bild Rue de l’Épicerie in Rouen, bei Sonnenlicht befindet sich seit 1960 im Besitz des Metropolitan Museum of Art in New York City.	<arg1> Rue de l’Épicerie in Rouen, bei Sonnenlicht </arg1> <rel> Museum </rel> <arg2> New York </arg2>
Der junge Montalbano ist eine italienische Krimiserie des Senders Rai 1, die auf den Kurzgeschichten von Andrea Camilleri basiert.	<arg1> Der junge Montalbano </arg1> <rel> Sender </rel> <arg2> Rai 1 </arg2>
Es wurde eine parlamentarische Anfrage eingebracht und am selben Tag beantwortet: Bundeskanzler Ignaz Seipel (1876–1932) führte gegenüber den diese Regelung ablehnenden Abgeordneten aus, das Schachtgebiet sei bereits Ungarn zugesprochen gewesen, wegen des Protests von Seiten Österreichs habe die Botschafterkonferenz jedoch erwogen, die Siedlung Helenenschacht als zu Österreich gehörig festzulegen, vorbehaltlich der von Österreich zugunsten Ungarns zu gebenden Zusicherung, dass im Abbaugebiet Brennberg eine einheitliche Betriebsführung gewährleistet werde.	<arg1> Helenenschacht </arg1> <rel> Tag </rel> <arg2> Siedlung </arg2>
Das Phylum der Nucleocytoviricota (früher auch , NCLDV) umfasst eine heterogene Gruppe meist großer dsDNA-Viren, die eine Reihe bestimmter Gene (NCLDV ) aufweisen, die gewöhnlichen Viren fehlen.	<arg1> Nucleocytoviricota </arg1> <rel> Gen </rel> <arg2> dsDNA </arg2>
Irdning ist eine ehemalige Gemeinde mit 2749 Einwohnern (Stand 1. Jänner 2014) im Bezirk und Gerichtsbezirk Liezen in der Steiermark.	<arg1> Irdning </arg1> <rel> Bezirk </rel> <arg2> Liezen </arg2>
Irdning ist eine ehemalige Gemeinde mit 2749 Einwohnern (Stand 1. Jänner 2014) im Bezirk und Gerichtsbezirk Liezen in der Steiermark.	<arg1> Irdning </arg1> <rel> Gerichtsbezirk </rel> <arg2> Liezen </arg2>
Im Ortsteil Diestelbruch wohnen auf einer Fläche von 5,8 km² insgesamt 2275 Bürger (August 2006).	<arg1> Diestelbruch </arg1> <rel> Bürger </rel> <arg2> 2275 </arg2>
Ende der 1990er Jahre nahmen sich die Designer des Roadsters BMW Z8 die Formgebung des BMW 507 zum Vorbild, was u. a. an den Frontscheinwerfern, der langgezogenen BMW-Niere und den seitlichen Kiemen deutlich zu erkennen ist.	<arg1> BMW 507 </arg1> <rel> Vorbild </rel> <arg2> 507 </arg2>
Unter dem Namen Wacken Rocks fanden in der Vergangenheit mehrere Open Air Festivals statt, die den Flair des Wacken Open Air in andere Gegenden transportieren sollten.	<arg1> Wacken Open Air </arg1> <rel> Gegend </rel> <arg2> Wacken </arg2>
Barcombe ist ein Dorf und eine Verwaltungseinheit in East Sussex 6,4 km (4–5 miles) nördlich von Lewes und gehört zum Lewes District.	<arg1> Barcombe </arg1> <rel> District </rel> <arg2> Lewes District </arg2>
Die Österreichische Gesellschaft für innovative Computerwissenschaften (INNOC) ist ein Verein mit Sitz in Wien, der sich die Förderung des kreativen Umgangs mit neuen Technologien im Bereich der Informatik und verwandten Gebieten zur Aufgabe gemacht hat.	<arg1> Österreichische Gesellschaft für innovative Computerwissenschaften </arg1> <rel> Aufgabe </rel> <arg2> Förderung des kreativen Umgangs mit neuen Technologien im Bereich der Informatik und verwandten Gebieten </arg2>
Die Österreichische Gesellschaft für innovative Computerwissenschaften (INNOC) ist ein Verein mit Sitz in Wien, der sich die Förderung des kreativen Umgangs mit neuen Technologien im Bereich der Informatik und verwandten Gebieten zur Aufgabe gemacht hat.	<arg1> Österreichische Gesellschaft für innovative Computerwissenschaften </arg1> <rel> Sitz </rel> <arg2> Wien </arg2>
Das Estrel an der Sonnenallee im Berliner Ortsteil Neukölln ist mit 1125 Zimmern und einem Umsatz von 77,5 Millionen Euro im Jahr 2019 Deutschlands größtes Hotel.	<arg1> Estrel </arg1> <rel> Zimmer </rel> <arg2> 1125 </arg2>
Vor der Gründung von TransferWise war der heutige CEO Kristo Käärmann frustriert, weil ihm bei Überweisungen von seinem Wohnsitzland England in sein Geburtsland Estland etwa 5 % des überwiesenen Geldes durch ungünstige Wechselkurse und Bankgebühren von HSBC verlorengingen und bezeichnete dies gegenüber Forbes als „skandalös“.	<arg1> TransferWise </arg1> <rel> Wohnsitz </rel> <arg2> England </arg2>
Bonded werden dem Genre Thrash Metal zugeordnet.	<arg1> Bonded </arg1> <rel> Genre </rel> <arg2> Thrash Metal </arg2>
Der Unterlauf des Gonam (unterhalb der Stromschnellen) ist bedingt schiffbar, gilt jedoch nicht als Binnenwasserstraße.	<arg1> Gonam </arg1> <rel> schiffbar </rel> <arg2> Unterlauf </arg2>
Die 8,8-cm-KwK 36 war eine Kampfwagenkanone mit der Kaliberlänge L/56, welche als modifizierte Version einer Flugabwehrkanone (8,8-cm-FlaK 18/36/37) die Hauptbewaffnung des Panzerkampfwagens VI Tiger darstellte.	<arg1> 8,8-cm-KwK 36 </arg1> <rel> Kaliberlänge </rel> <arg2> L/56 </arg2>
Die Amtshauptmannschaft Dippoldiswalde lag im östlichen Erzgebirge und dessen Vorland und damit im Süden der übergeordneten Kreishauptmannschaft Dresden.	<arg1> Amtshauptmannschaft Dippoldiswalde </arg1> <rel> Kreishauptmannschaft </rel> <arg2> Kreishauptmannschaft Dresden </arg2>
Mit dem Americium liegt der erste Vertreter der Actinoiden vor, der in seinem Verhalten eher den Lanthanoiden ähnelt als den d-Block-Elementen.	<arg1> Americium </arg1> <rel> Block </rel> <arg2> Ac </arg2>
Die Kernfusion von Wasserstoff 1H zu Helium 4He erfolgt hauptsächlich über die Zwischenstufen Deuterium 2H und Helium 3He oder über den Bethe-Weizsäcker-Zyklus.	<arg1> Wasserstoff </arg1> <rel> Zyklus </rel> <arg2> 1 </arg2>
Wasserstoff hat ein Linienspektrum und je nach Temperatur des Gases im sichtbaren Bereich ein mehr oder weniger ausgeprägtes kontinuierliches Spektrum.	<arg1> Wasserstoff </arg1> <rel> Spektrum </rel> <arg2> S </arg2>
Auf Grund seiner Kernladungszahl von 1 e handelt es sich bei Myonium chemisch um Wasserstoff.	<arg1> Wasserstoff </arg1> <rel> Kernladungszahl </rel> <arg2> 1 </arg2>
Das ist abhängig davon, ob der Bindungspartner eine höhere oder eine niedrigere Elektronegativität als Wasserstoff (2,2) besitzt.	<arg1> Wasserstoff </arg1> <rel> Elektronegativität </rel> <arg2> 2,2 </arg2>
Die Weltausstellung Expo 2010 fand vom 1. Mai bis 31. Oktober 2010 unter dem Motto Eine bessere Stadt, ein besseres Leben (engl. Better City, Better Life) in der ostchinesischen Metropole Shanghai statt.	<arg1> Expo 2010 </arg1> <rel> Motto </rel> <arg2> Eine bessere Stadt </arg2>
Die Weltausstellung Expo 2010 fand vom 1. Mai bis 31. Oktober 2010 unter dem Motto Eine bessere Stadt, ein besseres Leben (engl. Better City, Better Life) in der ostchinesischen Metropole Shanghai statt.	<arg1> Expo 2010 </arg1> <rel> Motto </rel> <arg2> ein besseres Leben </arg2>
2010 übergab der bisherige Geschäftsführer August Starzinger 75 % des Unternehmens und damit die Führung der Getränkegruppe an seine Tochter Ludmilla Starzinger.	<arg1> Starzinger </arg1> <rel> Führung </rel> <arg2> Ludmilla Starzinger </arg2>
